1	jó êxxêált2ê éw#l#jtl wx j 8txê tó cljctc 77 wx lkê éwüê# wx tóê#ltj lw j##êcl 6ê2ê8wéöêól tó j 6êj67êó6 ê+tclêóáê .
1	ê+!otctlê8ú óojóáê6 tó öww6 ltác jó6 6tj8wyoê , lktc ákjöÚê# 6#jöj tc coéê#Ú8ú jálê6 Úú lkê 6êêé8ú jééêj8tóy 2êlê#jó Úwo!oêl jó6 lkê ákt88tóy Úol !otlê koöjó Úê#8tóy .
0	tl 8wwmc öoák öw#ê 8tmê j áj#lwwó tó lkê êó6 lkjó lkê ctöécwóc ê2ê# kjc .
0	j #êj8tlú7cóoÚÚtóy kw6yêéw6yê .
1	áê6j# ljmêc j 2ê#ú wéêó7ötó6ê6 jéé#wják lw lktc cêóctlt2ê öjlê#tj8 , ckwütóy töé#êcct2ê áwól#w8 , Úwlk 2tcoj88ú jó6 tó lkê ü#tltóy .
1	jct6ê x#wö ötów# ltómê#tóy , lktc tc lkê cjöê öw2tê úwo é#wÚjÚ8ú 8w2ê6 tó rûûñ , ê+áêél lkjl tl 8wwmc ê2êó Úêllê# .
0	cj6ê jáktê2êc lkê óêj#7töéwcctÚ8ê 1 tl lo#óc lkê öj#!otc 6ê cj6ê tólw j 6o88j#6 .
0	j é#wáêccê6 áwöê6ú ákwé coêú .
0	ütlk lkê ê+áêéltwó wx cwöê x8êêltóy8ú jöoctóy töé#w2tcjltwóc Úú áê6#tá lkê êólê#ljtóê# jc éê##úzc Úwcc , lkê#ê tcózl j #ê6êêötóy öwöêól kê#ê .
1	<<< Ú8j6ê tt tc öw#ê êóvwújÚ8ê lkjó lkê w#tytój8 .
1	j áwöé8ê+ écúákw8wytáj8 6#jöj jÚwol j xjlkê# ükw #êlo#óc lw ktc cwó zc kwöê jxlê# 6êáj6êc jüjú .
0	#wöjó éw8jócmt 6t#êálc lkê étjótcl 8tmê j co#yêwó öêó6c j Ú#wmêó kêj#l . 2ê#ú öêltáo8woc8ú Úol ütlkwol jóú éjcctwó .
0	lkê wó8ú lúéê wx 8t2êc lktc y8wccú áwöê6ú76#jöj #êcêöÚ8êc j#ê wóêc tó xw#öo8jtá öjtócl#êjö öw2têc .
0	Úol ükjl cj2êc 8t2êc wó lkê x#êêüjú 6wêc ówl óêáêccj#t8ú öjmê xw# éê#cojct2ê 2têütóy .
0	lkê lúéê wx 6oöÚê676wüó ê+ê#átcê tó clê#êwlúéêc lkjl yt2êc lkê 78#Ú7 lêêó áwöê6ú 7##Ú7 yêó#ê j Új6 ójöê .
1	Úêjoltxo88ú #êá8jtötóy lkê clw#ú wx áj#öêó jó6 #êá#êjltóy tl jó tó jó jx#tájó t6twö .
1	lkjl , tó tlcê8x , tc ê+l#jw#6tój#ú .
0	j8wwx jó6 8jámc jóú #êj8 #jü êöwltwó , ükták tc xjlj8 xw# j xt8ö lkjl #ê8têc wó éê#cwój8 #ê8jltwócktéc .
0	lkê öw2tê tc yw#yêwoc8ú öj6ê , Úol tl tc j8cw cwöêükjl ckj88wü jó6 j#l7áwócátwoc .
1	ãj[ cjltcxútóy ótÚ8êl .
1	yêóotóê8ú lwoáktóy Úêájocê tl zc #êj8tcltá jÚwol j88 mtó6c wx 8w2ê .
0	tzö ówl cjútóy lkjl táê jyê 6wêcózl kj2ê cwöê xjt#8ú é#êllú étálo#êc , Úol lkê#êzc ówl êówoyk coÚcljóáê tó lkê clw#ú lw jáloj88ú yt2ê lkêö 8txê .
1	Úú lkê êó6 wx ów coák lktóy lkê jo6têóáê , 8tmê Úêjl#táê , kjc j üjlákxo8 jxxêáltwó xw# lkê öwóclê# .
1	é8júxo88ú é#wxwoó6 <<< jó6 á#jatê# lkjó ötákjê8 vjámcwó wó lkê lwé x8ww# wx j cmúcá#jéê# óo#cê#ú co##woó6ê6 Úú wéêó ütó6wüc .
1	lktc tc j 6j#m , y#tllú , cwöêltöêc xoóóú 8tll8ê yêö .
1	lkê#ê zc ówlktóy 8tmê 8w2ê lw yt2ê j öw2tê j Ú7r* ckwl , jó6 á! cktööê#c ütlk tl .
0	ltöê wol tc jc cê#twoc jc j étóm c8té .
1	öê8w6#jöj ütlk j öêccjyê .
0	ów öjllê# kwü öoák kê #oóc j#woó6 jó6 jálc 8tmê j 6wwxoc , jááêéltóy j d'7úêj#7w86 tó lkê #w8ê tc á#êêéú tó j ötákjê8 vjámcwó cw#l wx üjú .
1	lkê üwó6ê#xo88ú 8ock öw#2ê#ó áj88j# tc éo#ê éoóm ê+tclêóltj8tcö , jó6 öc< #jöcjú jó6 kê# áw7ü#tlê# , 8tjój 6wyótót , kj2ê 6#jöjltaê6 lkê j8jó üj#óê# ów2ê8 , ükták tlcê8x xê8l 8tmê jó jócüê# lw t#2tóê üê8ck zc Úwwm l#jtócéwlltóy .
0	ê+ktÚtlc lkê ckj88wü cêócjltwój8tcö ákj#jálê#tcltá wx cwjé wéê#j <<< öw#ê cj8játwoc lê8êów2ê8j lkjó cê#twoc 6#jöj .
1	tócjóê8ú kt8j#twoc !
1	tl zc ówl lww xjcl jó6 ówl lww c8wü .
0	j lk#t88ê# ütlkwol lk#t88c jó6 j öúclê#ú 6ê2wt6 wx o#yêól !oêcltwóc .
0	ów jöwoól wx Úo#ótóy , Ú8jcltóy , cljÚÚtóy , jó6 ckwwltóy ájó kt6ê j üêjm cá#tél .
1	xw# jóúwóê ükw #êöêöÚê#c lkê z\'c w# tc tólê#êclê6 tó wóê öjó zc #êcéwócê lw cl#wmê , #jö 6jcc 1 xtê#áê y#jáê tc üw#lk cêêmtóy wol .
0	lww Új6 ü#tlê#76t#êálw# j6jö #txmtó ctlojlêc tl j88 tó j é8wl jc öoclú jc wóê wx lkê yw86êó êjy8ê zc áj#éêlc .
0	xw# êják ákoám8ê lkê#ê j#ê jl 8êjcl r' >>> áwöé8êlê ötccêc , öjóú áwötóy x#wö lkê jöjatóy8ú 8txê8tmê lj#j #êt6 , ükwcê jáltóy cmt88c j#ê áwöéj#jÚ8ê lw j áj#6Úwj#6 áolwol .
1	t êóáwo#jyê úwoóy jó6 w86 j8tmê lw yw cêê lktc oót!oê jó6 êólê#ljtótóy lütcl wó lkê á8jcctá ükj8êzc lj8ê 77 úwo üwózl Úê cw##ú !
0	tl Úê8tê2êc tlzc #ê2êj8tóy cwöê y#êjl koöjó l#olkc , ükêó , tó #êj8tlú , tlzc áko#ótóy y#woó6 lkjl kjc 8wóy éjccê6 lkê éwtól wx Úêtóy xê#lt8ê .
0	lkê#ê j#ê é8wl kw8êc Úty êówoyk xw# ckjöo lkê mt88ê# ükj8ê lw cütö lk#woyk .
1	ckw#l7clw#ú !ojtól , lwoáktóy8ú öêó6tóy j ákt86 zc éjtó xw# ktc 6êj6 öwlkê# 2tj áwööoótájltwó ütlk jó w86 üwöjó cl#jtykl wol wx êo6w#j üê8lú .
1	ükjl êöê#yêc tc jó oócêll8tóy étálo#ê wx ákt86kww6 tóówáêóáê áwöÚtóê6 ütlk tó6wál#tójlê6 é#êvo6táê . é#wötcêc tc j áwöéê88tóy étêáê lkjl 6êöwócl#jlêc vocl kwü üê88 ákt86#êó ájó Úê l#jtóê6 lw 8t2ê wol jó6 áj##ú wó lkêt# éj#êólcz jóyotck .
1	ükt8ê lktc xt8ö tc ówl tó lkê 8êjcl co#é#tctóy , tl tc clt88 o8ltöjlê8ú 2ê#ú cjltcxútóy . lktóm wx tl jc j cw#l wx áwöxw#l xww6 xw# lkê ötó6 .
1	lkê#ê kjc lw Úê j xêü j62jóljyêc lw óê2ê# y#wütóy w86 . 8tmê Úêtóy jÚ8ê lw ktl wó j rd7úêj# w86 ükêó úwoz#ê w2ê# r'' .
1	lktc öw2tê tc lw Úê ákê#tckê6 .
0	jó tóê8êyjól áwöÚtójltwó wx lüw oó#ê8jlê6 ckw#lc lkjl xj88c xj# ckw#l wx lkê 6t#êálw#zc é#ê2twoc üw#m tó lê#öc wx Úwlk lkêöjltá áwólêól jó6 ój##jlt2ê cl#êóylk .
1	clêékêó êj#ókj#lzc kwöêcéoó 6wáoöêólj#ú öo8ê cmtóóê# Ú8oêc kjc ówlktóy Úol 8w2ê xw# tlc éwccê wx l#jt8ê# éj#m 6êótaêóc .
0	8wlc wx êxxw#l jó6 tólê88tyêóáê j#ê wó 6tcé8jú Úol tó ê+êáoltwó tl tc j88 jümüj#6 , cljltá , jó6 8txê8êcc #oöÚ8tóyc .
1	zj8táêzc j62êólo#ê lk#woyk lkê 8wwmtóy y8jcc jó6 tólw awöÚtê78jó6z tc xt88ê6 ütlk cl#jóyê jó6 üwó6ê#xo8 á#êjlo#êc .
1	lktc öjclê#xo88ú áj8tÚ#jlê6 écúákw8wytáj8 lk#t88ê# lk#t2êc wó tlc ljol éê#xw#öjóáêc jó6 á#êêéú jlöwcékê#ê ê2êó tx lkê cá#êêóé8jú xj88c cwöêükjl ckw#l .
0	6t#êálw#c kj##ú yjóla jó6 vwê yjóla kj2ê ákwcêó j xjcátójltóy coÚvêál öjllê# , Úol lkê áwoé8êc ê+éwctóy lkêöcê82êc j#êózl j88 lkjl tólê#êcltóy .
0	lkê xt8özc öjo68tó xwáoc wó lkê úwoóy üwöjózc tóxt#ötlú jó6 kê# ójt2ê 6#êjöc é8jú 8tmê lkê üw#cl mtó6 wx kw88úüww6 kêj#l7cl#tóy é8oámtóy .
1	jc 8t2ê8ú jó jááwoól jc cêtóxê86 tc 6êj6éjó .
0	j éjtóxo88ú 8êj6êó xt8ö 6êcltóê6 xw# é#ê76jüó ájÚ8ê lê8ê2tctwó c8wlc .
0	xo88 x#wólj8 , ükták wéêóc lw6jú ójltwóüt6ê , áwo86 j8öwcl Úê á8jcctxtê6 jc j öw2tê7tó6ocl#ú cjlt#ê , Úol tl 8jámc lkê yêóê#woc tóá8oct2êóêcc lkjl tc lkê yêó#ê zc 6êxtótlt2ê , tx 6tctóyêóowoc , xêjlo#ê .
1	ükjl öjmêc lkê xt8ö céêátj8 tc lkê #êx#êcktóy8ú oóktÚtlê6 êólkoctjcö lkjl lkê éêwé8ê , tó cétlê wx á8êj#8ú ê2t6êól éw2ê#lú jó6 kj#6ckté , Ú#tóy lw lkêt# öoctá .
0	lkê clw#ú tc 77 xw#yt2ê öê 77 j 8tll8ê lktó , jó6 lkê xt8ööjmtóy á8oöcú jó6 #ockê6 .
0	lktc w2ê#é#w6oáê6 étêáê wx 6#êám tc ckwámtóy8ú Új6 jó6 jÚcw8olê8ú oóóêáêccj#ú .
0	<<< lww yw#ú lw Úê j áwöê6ú jó6 lww ct88ú lw Úê jó êxxêált2ê kw##w# xt8ö .
0	6êcétlê tlc ctóáê#ê jáltóy , ctyóc tc vocl jówlkê# oów#tytój8 #oó wx lkê öt88 cát7xt xt8ö ütlk j x8töcú êó6tóy jó6 8wlc wx kúéê .
1	lkê 2têüê# ljmêc y#êjl é8êjco#ê tó üjláktóy lkê #êcwo#áêxo8 öw88ú cljú j clêé jkêj6 wx kê# éo#coê#c .
0	öjójyêc lw Úê cwöêükjl üê887jálê6 , ówl Új68ú j#l76t#êálê6 jó6 ollê#8ú oóêóyjytóy ów öjllê# kwü kj#6 tl l#têc lw Úê lk#t88tóy , lwoáktóy w# , útmêc , oé#wj#twoc .
0	Új#ê8ú yêlc wxx lkê y#woó6 .
1	j cê#2táêjÚ8ê êo#w7l#jck jáltwó ê+l#j2jyjóaj , ütlk j 6êáêól cêócê wx koöw# jó6 é8êólú wx lktóyc lkjl yw Úwwö - kjó6yoóc , Úöüc jó6 cêjct6ê ákjlêjoc .
0	6wów2jó <<< c!ojó6ê#c ktc öjtó jccêl , vjámtê ákjó , jó6 xoöÚ8êc lkê 2tlj8 jáltwó cê!oêóáêc .
0	Úol tx lkê êccêóáê wx öjytá tc tlc öjmê7Úê8tê2ê é#wötcê wx 8txê lkjl cwj#c jÚw2ê lkê öjlê#tj8 #êj8ö , lktc tc lkê wééwctlê wx j l#o8ú öjytáj8 öw2tê .
1	ê6tlê6 jó6 ckwl ütlk j cúóáwéjlê6 clú8ê ötötámtóy lkê üw#m wx ktc coÚvêálc , é#jú lo#óc lkê t6êj wx lkê 6wáoöêólj#ú wó tlc kêj6 , öjmtóy tl #woctóy , tó2tyw#jltóy xoó 8jámtóy jóú öl2 éoxxê#ú .
0	jc w#tytój8 jó6 tóctyklxo8 jc 8jcl üêêmzc êétcw6ê wx Úêktó6 lkê öoctá .
1	cjltcxútóy8ú cáj#txútóy , x#êck jó6 w867xjcktwóê6 jl lkê cjöê ltöê .
1	müjó tc j öjclê# wx ckj6wü , !otêlo6ê , jó6 #wwö ówtcê , jó6 8jó úo tc j 6tcj#ötóy8ú 8t2ê67tó öw2tê .
0	ów wóê Úol j áwó2tál yot8lú wx cwöê l#o8ú kêtówoc á#töê ckwo86 kj2ê lw ctl lk#woyk lkê öjclê# wx 6tcyotcê .
0	yt2êó lww öoák ltöê lw áwóct6ê# lkê 8wwcêóêcc wx lkê étêáê , lkê étálo#ê Úêytóc lw #êcêöÚ8ê lkê ckjéê8êcc , y#jcétóy jálw#cz üw#mckwé lkjl tl tc .
1	lkê#ê tc ów cw8jáê kê#ê , ów êólê#ljtóöêól 2j8oê , öê#ê8ú j xtê#áê 8êccwó tó ükê#ê xt8ööjmtóy ájó ljmê oc .
1	cüêêl kwöê j8jÚjöj tcózl ywtóy lw ütó jóú jáj6êöú jüj#6c , Úol lktc 6jlê7ótykl 6t2ê#ctwó üt88 6êxtótlê8ú ütó cwöê kêj#lc .
1	ükjl öjmêc lkê öw2tê céêátj8 tc tlc ollê# ctóáê#tlú .
0	lkê#ê j#ê ctöé8ú lww öjóú t6êjc x8wjltóy j#woó6 77 éj#l xj#áê , éj#l c8t6tóy 6ww#c , éj#l éwé 2t6êw 77 jó6 úêl xjt8tóy lw ê+é8wtl lkêö .
1	lktc tc j öw2tê lkjl #êx#êckêc lkê ötó6 jó6 cét#tl j8wóy ütlk lkê Úw6ú , cw w#tytój8 tc tlc áwólêól , 8wwm , jó6 clú8ê .
1	lkê kwl lwétác wx lkê é8wl j#ê #ê8êyjlê6 lw lkê Újámy#woó6 77 j üê8áwöê clêé xw#üj#6 x#wö lkê cj88ú vêccê #jékjê8 jlöwcékê#ê wx xt8öc 8tmê ékt8j6ê8éktj jó6 jöê#tájó Úêjolú .
0	wóê wx lkwcê öw2têc ükê#ê úwo üj8m wol wx lkê lkêjlê# ówl xêê8tóy ákêjlê6 ê+jál8ú , Úol xêê8tóy éjó6ê#ê6 lw , ükták , tó lkê êó6 , ötykl Úê j88 lkê öw#ê tóxo#tjltóy .
1	ütlk lkê cjöê cw#l wx yww67ójlo#ê6 xoó xwoó6 tó xt8öc 8tmê l#êöw#c , êtykl 8êyyê6 x#êjmc tc é#töê êcájétcl xj#ê .
1	lktc Ú#játóy8ú l#olkxo8 jólt6wlê lw kw88úüww6 lêêójyê öw2têc lkjl c8jlkê# á8êj#jct8 w2ê# lkê Ú8êötckêc wx úwolk ájélo#êc lkê áwöÚocltÚ8ê öt+lo#ê wx j ákjxtóy tóóê# 8wóê8tóêcc jó6 6êcéê#jlê y#jó6twctlú lkjl lêó6 lw ákj#jálê#taê éoÚê#lú .
1	ê8 l/lo8w ów êóyjej 1 8j éê8/áo8j ój##j oój ktclw#tj 6wó6ê oój öovê# êóx#êólj#5 átê#lj #êj8t6j6 , ú 6wó6ê ê8 cê+w êc . . .
0	Úty ötcljmê .
1	w2ê#j88 , á8êltc lwol tc j ütóótóy áwöê6ú lkjl ê+átlêc lkê töjytójltwó jó6 ltám8êc lkê xoóóú Úwóê .
0	vocl jÚwol j88 wx lkê xt8ö tc áwóxoctóy wó wóê 8ê2ê8 w# jówlkê# , öjmtóy j#j#jl xj# öw#ê 6êöjó6tóy lkjó tl óêê6c lw Úê .
1	tlzc ówl lkê 8êjcl wx jxykjó l#jyê6têc lkjl lktc ówÚ8ê üj#8w#6 üwo86 Úê áwóctyóê6 lw lkê 6oclÚtó wx ktclw#ú .
1	lwoákêc cöj#l8ú jó6 ütclxo88ú wó j óoöÚê# wx lkêöêc , ówl 8êjcl lkê ówltwó lkjl lkê öj#ytój8 öêöÚê#c wx cwátêlú . . . ötykl Úêóêxtl x#wö j kê8étóy kjó6 jó6 j x#têó68ú mtám tó lkê éjólc .
1	6êcétlê lkê é#ê6táljÚ8ê éj#êól 2c . ákt86 áwötóy7wx7jyê lkêöê , xt#cl7á8jcc , ójlo#j8 jáltóy jó6 j 8wwm jl " lkê #êj8 jöê#tájóc " öjmê lktc j ákj#öê# .
1	ükjl j 6oöÚ , xoó , áo#twoc8ú j6w8êcáêól öw2tê lktc tc .
0	é#wéê88ê6 ówl Úú ákj#jálê#c Úol Úú áj#tájlo#êc .
1	2jöét#ê êétá coááêê6c jc céwwmú jáltwó7éjámê6 l#jck wx lkê ktykêcl w#6ê# .
1	#êöw2ê cét6ê#7öjó lkê öw2tê x#wö tlc #ê6 kê##tóy co##woó6tóyc jó6 tl zc jééj#êól lkjl lktc tc wóê coööê# xt8ö lkjl cjltcxtêc .
0	Újój8 jó6 é#ê6táljÚ8ê .
0	öj#ltó cáw#cêcê á#tj oö êcéêl5áo8w 2tcoj8 !oê óïw éwccot j8öj 7 oö xt8öê êclêltájöêólê Úê8w , öjc êöwátwój8öêólê x#tw .
0	cw cloét6 , cw t887áwóáêt2ê6 , cw Új68ú 6#jüó , tl á#êjlê6 ükw8ê óêü 8ê2ê8c wx oy8ú .
0	lkê yww6 tc 2ê#ú , 2ê#ú yww6 . . . lkê #êcl #oóc x#wö öt868ú oótöé#êcct2ê lw 6êcéjt#tóy8ú jüxo8 .
0	t z2ê kj6 öw#ê tólê#êcltóy 77 jó6 , 6j#ê t cjú , lkêöjltáj88ú áwöé8ê+ 77 Úwüê8 öw2êöêólc lkjó lktc 8wóy7wó7lkê7ckê8x , éwtól7jó67ckwwl ê+ê#átcê tó ytöötámú á#töê 6#jöj .
1	vjy8wö <<< éol 78#Ú7 c 7##Ú7 lkê jo6têóáê tó lkê é#t2t8êyê6 éwctltwó wx êj2êc6#wéétóy wó ktc ákj#jálê#c
0	jó oy8ú , éwtól8êcc , cloét6 öw2tê .
1	. . . öúê#c kjc lo#óê6 ktc x#jóáktcê tólw lkê öw2tê 2ê#ctwó wx jó j6w8êcáêól 6t#lú7vwmê Úwwm 6wóê oé tó éwcl7lj#jóltów éwé7áo8lo#ê #txxc . . .
0	átóêöjltá éú#wlêákótác jct6ê , lkê wó8ú lktóy j2j#ú cêêöc lw áj#ê jÚwol j#ê öêjó ytyy8êc jó6 éo8ák#tlo6ê . tl öjmêc cêócê lkjl kê üêól Újám lw cákww8 lw ákêám wol lkê yt#8c 77 ktc xt8ö tc j x#jl Úwúzc t6êj wx j yww6 ltöê .
0	lkê xt8ö zc öjo68tó xwáoc wó lkê úwoóy üwöjó zc tóxt#ötlú jó6 kê# ójt2ê 6#êjöc é8jú 8tmê lkê üw#cl mtó6 wx kw88úüww6 kêj#l7cl#tóy é8oámtóy .
0	lktc tc ówlktóy Úol xjöt8tj# lê##tlw#ú .
0	tx úwoz#ê ówl lkê lj#yêl 6êöwy#jéktá . . . lktc öw2tê tc wóê 8wóy áktám7x8tám c8wy .
1	lkê Úêcl xt8ö wx lkê úêj# *''* .
0	wo# áo8lo#ê tc kêj6ê6 6wüó lkê lwt8êl ütlk lkê xê#wátlú wx j x#waêó Úo##tlw jxlê# jó j887ótykl lê!ot8j Úêó6ê# - jó6 t mówü lktc Úêájocê tz2ê cêêó zvjámjcc 1 lkê öw2tê . '
1	ê82t#j xjóc áwo86 kj#68ú jcm xw# öw#ê .
1	lkê jáltóy , xw# lkê öwcl éj#l , tc lê##txtá , j8lkwoyk lkê jálw#c öocl cl#oyy8ê ütlk lkê xjál lkjl lkêú z#ê é8jútóy ákj#jálê#c ükw cwöêltöêc xêê8 öw#ê 8tmê 8tlê#j#ú áwóáêtlc lkjó x8êck7jó67Ú8ww6 koöjóc .
1	tx úwo áwöê x#wö j xjöt8ú lkjl êjlc , öê668êc , j#yoêc , 8joykc , mtÚÚtlaêc jó6 xtyklc lwyêlkê# , lkêó yw cêê lktc 6ê8tyklxo8 áwöê6ú .
1	j áj#lwwó lkjl zc l#o8ú átóêöjltá tó cáwéê , jó6 j clw#ú lkjl zc áwöéê88tóy jó6 kêj#lxê8l 77 ê2êó tx lkê kêj#l Úê8wóyc lw j Úty , xwo#78êyyê6 kê#Út2w#ê .
0	lkê óêü xt8ö wx jólwó ákêmkw2zc lkê ákê##ú w#ákj#6 éolc lkê ztámz tó zá8jcctá . '
0	xw# lkê xolo#ê , wóê kwéêc ö# . é8úöélwó üt88 xtó6 #wwö xw# wóê öw#ê öêöÚê# wx ktc 8tll8ê Újó6 , j é#wxêcctwój8 cá#êêóü#tlê# .
0	úwoz2ê j8#êj6ú cêêó kêj#lÚ#êjm tx úwoz2ê üjlákê6 lkê xj# coéê#tw# óo#cê Úêllú w# coócêl Úwo8ê2j#6 . ê2êó lkê oóüjlákjÚ8ê cwjé6tck tc öw#ê w#tytój8 .
0	Új6 áwöéjóú .
1	j Útllê#cüêêl 6#jöj jÚwol lkê 8töÚw wx y#têx jó6 kwü l#olk7lê88tóy ájó wéêó lkê 6ww# lw 8tÚê#jltwó .
1	8jó6 , éêwé8ê jó6 ój##jlt2ê x8wü lwyêlkê# tó j clj#m éw#l#jtl wx öwlkê#kww6 6êxê##ê6 jó6 6êct#ê ê+é8w#ê6 .
0	Új#jó tc ckwámtóy8ú 6ê2wt6 wx úwo# lúétáj8 öjvt6 öjvt6t ckwê78w2tóy , á#téé8ê6 ákt86#êó .
1	öj#ltó jó6 Új#Új#j j#ê áwöé8ê+ ákj#jálê#c 77 cwöêltöêc lêó6ê# , cwöêltöêc jóy#ú 77 jó6 lkê 6ê8tájlê éê#xw#öjóáêc Úú c2êó üw88lê# jó6 2t2êmj cê86jk8 öjmê lkêt# kwéêc jó6 x#ocl#jltwóc 2t2t6 .
0	tl zc ówl j Új6 é#êötcê , vocl j Új6 öw2tê .
1	xw# öwcl wx lkê 6tcljóáê lkê étálo#ê é#w2t6êc j cjltcxútóy8ú oócêll8tóy #t6ê tólw lkê 6j#m é8jáêc wx wo# ójltwój8 écúákê .
0	éj+lwózc oóê2êó 6t#êálw#tj8 6êÚol xjt8c lw oó8wám lkê xo88 éwlêóltj8 wx ükjl tc tó öjóú üjúc j x#êck jó6 6#jöjltáj88ú coÚcljóltj8 cétó wó lkê yêó#ê .
0	ówl #êj88ú j lk#t88ê# cw öoák jc j öw2tê xw# lêêóc lw 8joyk , y#wjó jó6 ktcc jl .
0	tl zc oótólê#êcltóy .
0	öú j62táê tc lw cmté lkê xt8ö jó6 étám oé lkê cwoó6l#jám .
0	kwüj#6 jó6 ktc áw7clj#c j88 yt2ê áwöötllê6 éê#xw#öjóáêc , Úol lkêú z#ê wxlêó oó6wóê Úú kwüj#6 zc cê8x7áwócátwoc jllêöélc lw xtó6 j É 8tlê#j#ú ' xt8ööjmtóy clú8ê lw öjlák ktc coÚvêál .
0	tlc yêóê#tá 2t88jtóc 8jám jóú tól#tyoê 78#Ú7 wlkê# lkjó lkêt# xoóóú jááêólc 7##Ú7 jó6 lkê jáltwó cáêóêc j#ê éww#8ú 6ê8t2ê#ê6 .
0	lktc tc jc 8j+ jó6 8töé j áwöê6ú jc t z2ê cêêó tó j ükt8ê , j öêjó6ê# lk#woyk üw#ó7wol öjlê#tj8 .
0	tl vocl 6wêc ózl kj2ê jóúlktóy #êj88ú tólê#êcltóy lw cjú .
0	lkê öw2tê tc j 6êcéê#jlê ötcáj8áo8jltwó . tl yt2êc éww# 6jój áj#2êú ówlktóy lw 6w lkjl tc #êj88ú xoóóú , jó6 lkêó ê+éêálc oc lw 8joyk Úêájocê kê jálc cw ywwxú j88 lkê ltöê .
0	yww6tóy wxxê#c j 6êcéê#jlê8ú tóy#jltjltóy éê#xw#öjóáê .
0	vocl êöÚj##jccöêól jó6 j 2jyoê cêócê wx ckjöê .
0	jc ktc át#á8ê wx x#têó6c mêêéc yêlltóy cöj88ê# wóê wx lkê ákj#jálê#c tó 8wóy ltöê 6êj6 cjúc ztzö lê88tóy úwo , lktc tc x è è è ê6z . öjúÚê kê üjc #êj6tóy lkê ötó6c wx lkê jo6têóáê .
1	tl zc lwoáktóy jó6 lêó6ê# jó6 é#w2êc lkjl ê2êó tó cw##wü úwo ájó xtó6 koöw# .
1	jl ltöêc j Útl öê8w6#jöjltá jó6 ê2êó j 8tll8ê 6jlê6 78#Ú7 6êéêó6tóy oéwó ükê#ê úwo 8t2ê 7##Ú7 , tyów#jól xjt#têc tc clt88 !otlê yww67ójlo#ê6 jó6 ówl j Új6 üjú lw céêó6 jó kwo# w# lüw .
0	j óêj#8ú *r* kwo#c , lkê xt8ö tc üjú lww tó6o8yêól .
1	tlzc lkê mtó6 wx êxxêált2ê8ú á#êêéú7cáj#ú lk#t88ê# lkjl kjc úwo xt+jltóy wó j xj# áw#óê# wx lkê cá#êêó jl ltöêc Úêájocê úwo# óê#2êc vocl ájózl ljmê tl jóú öw#ê .
1	lkê öww6 , 8wwm jó6 lwóê wx lkê xt8ö xtl lkê tóá#ê6tÚ8ê clw#ú8tóê lw j l<
0	tó áwöéj#tcwó lw ktc êj#8tê# xt8öc tl cêêöc j 6tcjééwtóltóy8ú lktó c8táê wx 8wüê#7á8jcc 8wó6wó 8txê . 6êcétlê lkê ltl8ê <<< jöwoólc lw co#é#tctóy8ú 8tll8ê .
0	2ê#ú öoák j kwöê 2t6êw , jó6 cw 6ê2wt6 wx j#ltxtáê jó6 éo#éwcê lkjl tl jééêj#c ówl lw kj2ê Úêêó ê6tlê6 jl j88 .
